restaurant_id,restaurant_name,online_order,table_booking,rating,total_votes,location,restaurant_type,dishes_liked,cuisines,cost_for_two,service_type,city_category
45309,Basaveshwara Khanavali Rotti House,No,No,0.0,0.0,Marathahalli,Quick Bites,Unknown,North Indian,150.0,Dine-out,Marathahalli
45310,Spicy Punjabi Pharatha,Yes,No,3.0,29.0,Marathahalli,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45312,Crunch Pizzas,No,No,2.8,110.0,Marathahalli,Quick Bites,Pepperoni Pizza,Italian,600.0,Unknown,Marathahalli
45314,Happy Eat,Yes,No,3.3,88.0,Marathahalli,Quick Bites,Unknown,Biryani,300.0,Dine-out,Marathahalli
45316,Al Zaiqa Hotel,Yes,No,3.4,14.0,Marathahalli,Quick Bites,Unknown,Chinese,200.0,Dine-out,Marathahalli
45317,Santos,Yes,No,0.0,0.0,Marathahalli,Food Court,Unknown,North Indian,500.0,Dine-out,Marathahalli
45318,Crepe Connection,Yes,No,0.0,0.0,Marathahalli,Quick Bites,Unknown,Fast Food,400.0,Dine-out,Marathahalli
45320,Aahar Cafe,Yes,No,0.0,0.0,Marathahalli,Quick Bites,Unknown,North Indian,250.0,Dine-out,Marathahalli
45321,Kolkata Famous Kati Rolls,No,No,3.8,60.0,Marathahalli,Quick Bites,Unknown,Fast Food,100.0,Dine-out,Marathahalli
45322,Park N Eat,Yes,No,3.7,18.0,Marathahalli,Quick Bites,Unknown,Chinese,300.0,Dine-out,Marathahalli
45323,Chakh Le India,Yes,No,3.1,93.0,Marathahalli,Quick Bites,Unknown,North Indian,300.0,Unknown,Marathahalli
45331,Pani Puri,No,No,3.1,9.0,Marathahalli,Quick Bites,Unknown,Street Food,100.0,Dine-out,Marathahalli
45334,Petoo,Yes,No,3.8,38.0,Marathahalli,Quick Bites,Gulab Jamun,Biryani,450.0,Dine-out,Marathahalli
45335,Punjabi Phulka,Yes,No,2.8,69.0,Marathahalli,Quick Bites,Unknown,North Indian,500.0,Dine-out,Marathahalli
45336,Maashpacheez,Yes,No,3.5,17.0,Marathahalli,Quick Bites,Unknown,North Indian,300.0,Dine-out,Marathahalli
45338,Spicy Khana Point,Yes,No,2.8,71.0,Marathahalli,Quick Bites,Unknown,North Indian,500.0,Dine-out,Marathahalli
45343,Dil Punjabi,Yes,No,2.6,159.0,Marathahalli,Quick Bites,Paratha,North Indian,300.0,Dine-out,Marathahalli
45344,Hind Ka Chulah,Yes,No,3.7,210.0,Marathahalli,Food Court,Biryani,North Indian,600.0,Dine-out,Marathahalli
45346,Sri Sai Darshini Veg Restaurant,No,No,0.0,0.0,Marathahalli,Quick Bites,Unknown,South Indian,300.0,Dine-out,Marathahalli
45348,New Pepper Pot,Yes,No,0.0,0.0,Marathahalli,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45349,Sardaar Ka Chulla,Yes,No,0.0,0.0,Marathahalli,Quick Bites,Paratha,North Indian,450.0,Dine-out,Marathahalli
45356,Buddha Treats,Yes,No,4.2,373.0,Brookefield,Casual Dining,Momos,Chinese,600.0,Dine-out,Marathahalli
45357,Chai Galli,Yes,No,4.1,825.0,Brookefield,Cafe,Tea,Cafe,300.0,Unknown,Brookefield
45359,Moriz Restaurant,Yes,No,2.8,1878.0,Brookefield,Casual Dining,Al Faham Chicken,Arabian,750.0,Dine-out,Marathahalli
45360,Sherlocks Pub,Yes,Yes,3.2,271.0,Brookefield,Pub,Beer,Continental,1500.0,Dine-out,Marathahalli
45361,Mugs N Burgers,Yes,Yes,4.0,137.0,Brookefield,Cafe,Burgers,Burger,600.0,Dine-out,Marathahalli
45362,Le Charcoal,Yes,Yes,4.1,341.0,Brookefield,Casual Dining,Gajar Ka Halwa,Arabian,600.0,Unknown,Brookefield
45364,South House,Yes,No,4.2,116.0,Brookefield,Casual Dining,Egg Biryani,South Indian,800.0,Dine-out,Marathahalli
45365,Amanthrana Gardenia,Yes,No,3.9,115.0,Brookefield,Casual Dining,Neer Dosa,North Indian,800.0,Dine-out,Marathahalli
45367,Dhaba Social,Yes,No,4.0,472.0,Brookefield,Casual Dining,Tandoori Chicken,North Indian,700.0,Dine-out,Marathahalli
45369,Zaica Dine  Wine,Yes,Yes,3.8,832.0,Brookefield,Casual Dining,Lemon Chicken,North Indian,750.0,Dine-out,Marathahalli
45372,Chaat Street,Yes,No,4.1,221.0,"Varthur Main Road, Whitefield",Kiosk,Pav Bhaji,Street Food,250.0,Dine-out,Marathahalli
45376,Radha Rani,Yes,No,3.4,250.0,Brookefield,Quick Bites,Fish,Bengali,400.0,Dine-out,Marathahalli
45378,Hotel Salala,Yes,No,3.6,24.0,Brookefield,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45381,Kaayal,Yes,No,3.2,270.0,Brookefield,Casual Dining,Appam,Kerala,500.0,Dine-out,Marathahalli
45382,MMA Kababs  Biriyani Center,Yes,No,3.3,802.0,Brookefield,Quick Bites,Biryani,Arabian,400.0,Dine-out,Marathahalli
45383,Kabab Souq,Yes,No,3.8,314.0,Thippasandra,Quick Bites,Chicken Grill,North Indian,400.0,Dine-out,Marathahalli
45388,Taco Bell,Yes,No,4.0,784.0,Brookefield,Quick Bites,Tacos,Mexican,600.0,Dine-out,Marathahalli
45390,Madouk Cafe,No,No,4.0,80.0,Brookefield,Cafe,Shawarma,Cafe,500.0,Dine-out,Marathahalli
45394,Juice Berg,Yes,No,3.8,49.0,Brookefield,Beverage Shop,Unknown,Beverages,300.0,Dine-out,Marathahalli
45395,Erivum Puliyum,Yes,No,3.9,60.0,Brookefield,Quick Bites,Unknown,Kerala,500.0,Dine-out,Marathahalli
45398,BFC Family Restaurant,Yes,No,3.2,426.0,Kaggadasapura,Casual Dining,Ghee Rice,North Indian,600.0,Dine-out,Marathahalli
45399,Udupi Delux,No,No,2.6,142.0,Brookefield,Casual Dining,Ginger Tea,South Indian,400.0,Dine-out,Marathahalli
45401,Donne Biryani Mane,No,No,3.5,13.0,Brookefield,Quick Bites,Unknown,Biryani,250.0,Dine-out,Marathahalli
45402,Punjabi Tasty Khana,Yes,No,3.1,159.0,Brookefield,Quick Bites,Panneer Butter Masala,North Indian,450.0,Dine-out,Marathahalli
45403,Grill Hut,Yes,No,3.6,83.0,Kaggadasapura,Quick Bites,Rolls,Fast Food,350.0,Dine-out,Marathahalli
45405,Chai Darbaar,No,No,3.8,26.0,Thippasandra,Quick Bites,Unknown,South Indian,250.0,Dine-out,Marathahalli
45406,Dodda Mane Donne Biryani,Yes,Yes,3.2,21.0,Brookefield,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45408,DBrooks,Yes,No,3.5,11.0,Brookefield,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45412,Crunchie Corner,Yes,No,4.0,44.0,Brookefield,Quick Bites,Waffles,Fast Food,450.0,Dine-out,Marathahalli
45414,Keys Cafe  Keys Hotel,No,No,2.8,161.0,Whitefield,Casual Dining,Salads,Chinese,1200.0,Dine-out,Marathahalli
45415,Mayura Sagar,No,No,3.6,194.0,Brookefield,Quick Bites,Panneer Butter Masala,Chinese,250.0,Unknown,Brookefield
45418,Juice Berg,No,No,3.8,44.0,Brookefield,Quick Bites,Unknown,Beverages,150.0,Dine-out,Marathahalli
45419,Jade,Yes,Yes,3.7,692.0,Brookefield,Casual Dining,Chicken Manchow Soup,Chinese,750.0,Dine-out,Marathahalli
45420,Mughal Restaurant,Yes,No,3.3,218.0,Brookefield,Casual Dining,Chicken Lollipop,Mughlai,600.0,Dine-out,Marathahalli
45421,Iyer Idly,No,No,4.0,112.0,Thippasandra,Quick Bites,Idli,South Indian,150.0,Dine-out,Marathahalli
45422,Mou Tushi Family Restaurant,No,No,3.7,28.0,Brookefield,Quick Bites,Unknown,North Indian,300.0,Dine-out,Marathahalli
45423,Ganesh Bhavan,Yes,No,4.0,73.0,Brookefield,Quick Bites,Unknown,South Indian,200.0,Dine-out,Marathahalli
45424,Kakaji,Yes,No,3.7,205.0,Marathahalli,Quick Bites,Thali,North Indian,350.0,Unknown,Marathahalli
45426,Udupi Deluxe,No,No,3.8,35.0,Kaggadasapura,Quick Bites,Unknown,South Indian,300.0,Dine-out,Marathahalli
45428,McDonalds,Yes,No,3.0,401.0,Brookefield,Quick Bites,Burgers,Fast Food,500.0,Dine-out,Marathahalli
45429,HIGH SKY,No,No,3.3,32.0,Whitefield,Casual Dining,Unknown,Continental,1000.0,Dine-out,Marathahalli
45430,Biryani Park,Yes,No,3.4,85.0,Brookefield,Casual Dining,Hyderabadi Biryani,North Indian,500.0,Unknown,Brookefield
45432,Hyderabadi Biryani Hub,Yes,No,3.2,24.0,Bellandur,Casual Dining,Unknown,Biryani,600.0,Dine-out,Marathahalli
45434,Chellappas,Yes,No,3.2,115.0,Kaggadasapura,Casual Dining,Tandoori Chicken,Chettinad,500.0,Dine-out,Marathahalli
45435,Ginger  Garlic,Yes,No,3.6,92.0,Brookefield,Quick Bites,Biryani,South Indian,350.0,Dine-out,Marathahalli
45437,Rekha Restaurant,No,No,3.6,98.0,Brookefield,Quick Bites,Fish,North Indian,450.0,Dine-out,Marathahalli
45438,Dunkin Donuts,Yes,No,4.0,183.0,Brookefield,Quick Bites,Donut,Desserts,550.0,Dine-out,Marathahalli
45440,Sankranthi Veg,No,No,3.1,15.0,Thippasandra,Quick Bites,Unknown,South Indian,200.0,Dine-out,Marathahalli
45441,Namma Madurai,Yes,No,3.5,21.0,"Varthur Main Road, Whitefield",Quick Bites,Unknown,South Indian,200.0,Dine-out,Marathahalli
45443,Sri Udupi Park,No,No,3.4,13.0,Brookefield,Quick Bites,Unknown,South Indian,300.0,Dine-out,Marathahalli
45445,Midas Touch,No,No,3.2,19.0,Brookefield,Bakery,Unknown,Bakery,300.0,Dine-out,Marathahalli
45449,Indy Palate,Yes,No,3.3,16.0,Bellandur,Quick Bites,Unknown,Continental,250.0,Dine-out,Marathahalli
45453,Rayalaseema Spices,Yes,No,3.5,35.0,Brookefield,Casual Dining,Unknown,Andhra,550.0,Dine-out,Marathahalli
45455,New Ambur Hot Dum Biryani,No,No,3.1,9.0,Brookefield,Quick Bites,Unknown,Biryani,300.0,Dine-out,Marathahalli
45456,Chef in,No,No,3.6,198.0,Brookefield,Casual Dining,Tandoori Chicken,Biryani,500.0,Unknown,Brookefield
45460,Ramji Chaiwale,Yes,No,3.4,31.0,Bellandur,Quick Bites,Unknown,Beverages,250.0,Dine-out,Marathahalli
45465,Swad Punjabi Dhaba,No,No,3.6,20.0,Thippasandra,Quick Bites,Unknown,North Indian,300.0,Dine-out,Marathahalli
45466,WAH MOMO,Yes,No,0.0,0.0,"ITPL Main Road, Whitefield",Quick Bites,Unknown,Tibetan,300.0,Dine-out,Marathahalli
45467,Maa Durga Restaurant,Yes,No,3.2,4.0,Whitefield,Quick Bites,Unknown,North Indian,300.0,Dine-out,Marathahalli
45468,Shreya Ranna Ghar,No,No,3.3,6.0,Brookefield,Quick Bites,Unknown,Bengali,350.0,Dine-out,Marathahalli
45469,Chatpata,No,No,3.2,4.0,Brookefield,Food Court,Unknown,Street Food,500.0,Dine-out,Marathahalli
45471,Basaveshwara Khanavali,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,South Indian,200.0,Dine-out,Marathahalli
45473,Kerala Cafe,No,No,3.2,4.0,Kaggadasapura,Quick Bites,Unknown,Kerala,300.0,Dine-out,Marathahalli
45474,Pure  Natural,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,Healthy Food,500.0,Dine-out,Marathahalli
45477,Kale Cafe,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,Fast Food,100.0,Dine-out,Marathahalli
45478,Momo Mania,Yes,No,3.8,26.0,Brookefield,Quick Bites,Unknown,Momos,300.0,Dine-out,Marathahalli
45479,Kolkata Famous Kathi Rolls,Yes,No,3.6,37.0,Brookefield,Quick Bites,Unknown,Chinese,150.0,Dine-out,Marathahalli
45482,Treat,No,No,3.8,54.0,Brookefield,Food Court,Naan,North Indian,500.0,Dine-out,Marathahalli
45486,Parvas Biriyani Park,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,Andhra,400.0,Dine-out,Marathahalli
45488,Hotel Bhuvaneshwari,No,No,0.0,0.0,Whitefield,Quick Bites,Unknown,North Indian,350.0,Dine-out,Marathahalli
45489,Maza E Hind,No,No,0.0,0.0,Bellandur,Quick Bites,Unknown,North Indian,300.0,Dine-out,Marathahalli
45490,Nirvana,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45492,Nilavara Restaurant,No,No,0.0,0.0,Bellandur,Quick Bites,Unknown,Kerala,300.0,Dine-out,Marathahalli
45493,Big Fat Momo,No,No,0.0,0.0,Kaggadasapura,Quick Bites,Unknown,Chinese,300.0,Dine-out,Marathahalli
45494,Zam Zam Biriyani Hotel,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45498,Sri Manjunatha Hotel,Yes,No,0.0,0.0,Brookefield,Quick Bites,Unknown,North Indian,250.0,Dine-out,Marathahalli
45499,Punjabi Park,Yes,No,0.0,0.0,"ITPL Main Road, Whitefield",Quick Bites,Unknown,North Indian,400.0,Dine-out,Marathahalli
45500,Aaha,Yes,No,3.6,93.0,Brookefield,Quick Bites,Paratha,North Indian,300.0,Dine-out,Marathahalli
45501,iCloud Irany Cafe,No,No,0.0,0.0,Brookefield,Quick Bites,Unknown,South Indian,120.0,Dine-out,Marathahalli
45504,Tummy Singh,Yes,No,0.0,0.0,Brookefield,Quick Bites,Unknown,North Indian,700.0,Dine-out,Marathahalli
45506,Ambur Hot Dum Biryani,No,No,3.0,9.0,Thippasandra,Quick Bites,Unknown,Biryani,200.0,Dine-out,Marathahalli
45508,Sri Sai Bhavan,Yes,No,3.6,38.0,Brookefield,Quick Bites,Unknown,South Indian,300.0,Dine-out,Marathahalli
45512,An Egg Story,No,No,4.1,707.0,Brookefield,Cafe,Healthy Breakfast,Cafe,600.0,Dine-out,Marathahalli
45515,Kalinga Delicacies Restaurant,Yes,No,3.2,13.0,Brookefield,Casual Dining,Unknown,North Indian,500.0,Dine-out,Marathahalli
45516,Koylas,Yes,No,3.0,11.0,Brookefield,Quick Bites,Unknown,Kebab,400.0,Dine-out,Marathahalli
45517,Jagannath Delicacy,No,Yes,0.0,0.0,Brookefield,Casual Dining,Unknown,North Indian,500.0,Dine-out,Marathahalli
45524,Float,Yes,Yes,4.4,3115.0,Marathahalli,Casual Dining,Butter Fish,North Indian,1500.0,Drinks & nightlife,Marathahalli
45529,Foxtrot,Yes,Yes,4.4,1192.0,Marathahalli,Pub,Cocktails,North Indian,1200.0,Unknown,Marathahalli
45531,BiereKraft,No,Yes,4.2,746.0,Marathahalli,Bar,Cocktails,Continental,1600.0,Unknown,Marathahalli
45533,TBC Sky Lounge,No,Yes,4.4,623.0,Marathahalli,Casual Dining,Fish,Continental,1000.0,Unknown,Marathahalli
45535,Bold,No,Yes,4.0,872.0,Marathahalli,Bar,Cocktails,Modern Indian,1500.0,Unknown,Marathahalli
45537,Dive,No,Yes,4.3,760.0,Marathahalli,Pub,Mocktails,Continental,1300.0,Drinks & nightlife,Marathahalli
45538,Plan B,No,No,3.9,49.0,Marathahalli,Casual Dining,Wings,Continental,1100.0,Drinks & nightlife,Marathahalli
45542,Pelican,No,No,3.4,20.0,Marathahalli,Pub,Unknown,North Indian,1200.0,Drinks & nightlife,Marathahalli
45544,Paprica,No,No,2.6,118.0,Marathahalli,Casual Dining,Mocktails,North Indian,1200.0,Unknown,Marathahalli
45548,Sherlocks Pub,Yes,Yes,3.3,272.0,Brookefield,Pub,Beer,Continental,1500.0,Drinks & nightlife,Marathahalli
45550,Chutney Chang,Yes,Yes,4.2,4750.0,Church Street,Casual Dining,Chaat,North Indian,1500.0,Buffet,MG Road
45551,Ebony,Yes,Yes,4.3,3152.0,MG Road,Casual Dining,Appam,North Indian,1500.0,Unknown,MG Road
45560,Pinxx  Royal Orchid Central,Yes,Yes,3.8,200.0,MG Road,Casual Dining,Mutton Biryani,Italian,1600.0,Buffet,MG Road
45566,Oh Calcutta,Yes,Yes,4.4,1132.0,Church Street,Casual Dining,Fish,Bengali,1200.0,Unknown,Church Street
45578,Rasovara,Yes,Yes,4.3,772.0,Lavelle Road,Casual Dining,Thali,Rajasthani,1400.0,Buffet,MG Road
45582,Empire Restaurant,Yes,No,4.0,3256.0,Church Street,Casual Dining,Paneer Tikka,North Indian,750.0,Unknown,Church Street
45584,Konark Vegetarian Restaurant,No,No,4.1,1014.0,Residency Road,Casual Dining,Hyderabadi Biryani,North Indian,500.0,Buffet,MG Road
45589,Season  Adarsh Hamilton,No,Yes,4.3,330.0,Richmond Road,Casual Dining,Fish,North Indian,1200.0,Buffet,MG Road
45590,Panchavati Gaurav Thali,No,Yes,4.0,930.0,Brigade Road,Casual Dining,Veg Thali,Rajasthani,800.0,Buffet,MG Road
45592,Cafe Mangii,Yes,Yes,4.3,1053.0,Lavelle Road,Casual Dining,Pizza,Italian,1600.0,Unknown,Lavelle Road
45595,Tiger Trail  Ramada Hotel,Yes,Yes,4.0,190.0,Shivajinagar,Casual Dining,Custard,North Indian,1300.0,Buffet,MG Road
45601,Saatvikk,No,No,2.8,132.0,Brigade Road,Casual Dining,Masala Papad,North Indian,650.0,Buffet,MG Road
45605,Cafe  Elanza,No,No,3.7,145.0,Richmond Road,Casual Dining,Breakfast Buffet,Chinese,1000.0,Unknown,Richmond Road
45609,Sunehri,No,No,3.8,67.0,Richmond Road,Casual Dining,Buttermilk,South Indian,500.0,Unknown,Richmond Road
45611,Monarch,No,No,3.5,10.0,Brigade Road,Casual Dining,Unknown,North Indian,700.0,Buffet,MG Road
45613,Woodys,No,No,2.3,116.0,Richmond Road,Casual Dining,Coffee,Chinese,650.0,Buffet,MG Road
45616,Red Onion,Yes,Yes,4.2,570.0,Shanti Nagar,Casual Dining,Fish,Chinese,1200.0,Buffet,MG Road
45618,Mint Masala,No,No,2.8,254.0,Infantry Road,Casual Dining,Salads,North Indian,1000.0,Buffet,MG Road
45620,Cafe Monarch Luxur,No,No,3.8,23.0,Infantry Road,Casual Dining,Unknown,North Indian,800.0,Buffet,MG Road
45623,Berrylicious Cafe,No,No,4.1,129.0,MG Road,Casual Dining,Waffles,Continental,512.0502652372296,Cafes,MG Road
45624,BLOW,Yes,Yes,4.3,969.0,Church Street,Cafe,Mocktails,Cafe,750.0,Unknown,Church Street
45626,Cafe Azzure,Yes,Yes,4.2,2729.0,MG Road,Cafe,Pasta,Cafe,1200.0,Unknown,MG Road
45628,Caf Felix,Yes,Yes,4.4,723.0,MG Road,Casual Dining,Burgers,American,1700.0,Unknown,MG Road
45631,Fabcafe,Yes,Yes,4.2,61.0,MG Road,Cafe,Unknown,Cafe,800.0,Cafes,MG Road
45634,Starbucks,No,No,3.9,36.0,MG Road,Cafe,Unknown,Cafe,700.0,Cafes,MG Road
45635,Happy Belly Bakes,Yes,No,4.1,119.0,MG Road,Cafe,Hot Chocolate,Cafe,500.0,Cafes,MG Road
45636,Haji Ali Juice Centre,No,No,3.8,23.0,MG Road,Beverage Shop,Unknown,Beverages,350.0,Cafes,MG Road
45637,Soul Cafe,No,Yes,3.9,317.0,MG Road,Cafe,Mocktails,Cafe,800.0,Cafes,MG Road
45638,Chai Ki Tapri,No,No,3.7,16.0,MG Road,Cafe,Unknown,Cafe,250.0,Cafes,MG Road
45641,Dasaprakash Cafe,No,No,3.2,10.0,MG Road,Cafe,Unknown,Cafe,400.0,Cafes,MG Road
45643,Brik Oven,No,No,4.6,2293.0,Church Street,Cafe,Garlic Bread,Cafe,1100.0,Unknown,Church Street
45646,Truffles,No,No,4.5,3596.0,St. Marks Road,Cafe,Burgers,Cafe,900.0,Cafes,MG Road
45651,Glens Bakehouse,Yes,No,4.4,1109.0,Lavelle Road,Bakery,Pizza,Bakery,600.0,Unknown,Lavelle Road
45653,Smallys Resto Cafe,Yes,No,4.2,3574.0,Church Street,Cafe,Burgers,Cafe,650.0,Unknown,Church Street
45656,Cafe Kaara,No,No,4.3,166.0,Ulsoor,Cafe,Coffee,Cafe,750.0,Cafes,MG Road
45657,Skoolroom,Yes,No,4.3,578.0,Ulsoor,Cafe,Chocolate Overload,Cafe,700.0,Unknown,Ulsoor
45659,Japan Travel Cafe Azuki,No,No,4.3,73.0,Residency Road,Cafe,Miso Soup,Cafe,400.0,Cafes,MG Road
45672,Trick Or Treat,No,No,4.2,619.0,Brigade Road,Cafe,Burgers,Cafe,500.0,Cafes,MG Road
45673,Cafe Cassia Deli,No,No,4.2,116.0,Ulsoor,Casual Dining,Coffee,Lebanese,1000.0,Cafes,MG Road
45677,WAFL Caf,Yes,No,3.9,88.0,Residency Road,Dessert Parlor,Waffles,Desserts,400.0,Cafes,MG Road
45678,Fatsos,Yes,No,3.8,74.0,Brigade Road,Cafe,Sandwich,Cafe,650.0,Cafes,MG Road
45681,Tata Cha,Yes,No,3.7,70.0,Church Street,Beverage Shop,Chai,Cafe,500.0,Cafes,MG Road
45682,Moto Store  Caf,Yes,No,4.2,383.0,Ulsoor,Cafe,Wedges,Pizza,500.0,Cafes,MG Road
45683,Yomama,No,No,3.6,8.0,Brigade Road,Quick Bites,Unknown,Continental,800.0,Cafes,MG Road
45684,Driven Cafe,Yes,No,3.6,124.0,Residency Road,Cafe,Coffee,Cafe,600.0,Cafes,MG Road
45687,Cafe  Elanza,No,No,3.7,145.0,Richmond Road,Casual Dining,Breakfast Buffet,Chinese,1000.0,Unknown,Richmond Road
45690,Cafe Aladdin,No,No,3.9,74.0,St. Marks Road,Cafe,Friendly Staff,Cafe,500.0,Unknown,St. Marks Road
45694,Hashtag Cafe,No,No,2.8,46.0,Brigade Road,Cafe,Unknown,Cafe,700.0,Cafes,MG Road
45695,Rasta,No,No,0.0,0.0,Church Street,Bar,Unknown,Continental,1000.0,Cafes,MG Road
45696,Savera Cafe,Yes,No,3.6,11.0,Shivajinagar,Cafe,Unknown,Cafe,50.0,Cafes,MG Road
45697,Smokie Brownie,No,No,3.2,7.0,Brigade Road,Cafe,Unknown,Cafe,600.0,Cafes,MG Road
45698,Aubree,Yes,No,3.2,6.0,Shivajinagar,Cafe,Unknown,Cafe,400.0,Cafes,MG Road
45702,Xtra Cafe,No,No,0.0,0.0,Brigade Road,Cafe,Unknown,Cafe,400.0,Cafes,MG Road
45704,Lazzet Lee,Yes,No,0.0,0.0,Lavelle Road,Quick Bites,Unknown,Mughlai,600.0,Cafes,MG Road
45705,Bon Sante,No,No,3.6,104.0,Brigade Road,Cafe,Burgers,Cafe,800.0,Unknown,Brigade Road
45712,Dolci Desserts,Yes,No,4.3,658.0,Cunningham Road,Cafe,Cappuccino,Cafe,750.0,Cafes,MG Road
45714,Peppa Zzing,Yes,No,4.3,1135.0,Infantry Road,Cafe,Burgers,Cafe,800.0,Cafes,MG Road
45715,Cafe Imroze,Yes,No,3.7,97.0,Infantry Road,Cafe,Pasta,Cafe,650.0,Cafes,MG Road
45719,Loca Moca,Yes,No,2.9,45.0,Frazer Town,Cafe,Coffee,Cafe,600.0,Cafes,MG Road
45720,Smoothies Cafe,Yes,No,0.0,0.0,HBR Layout,Takeaway,Unknown,Cafe,200.0,Cafes,MG Road
45721,Kabab Souq,Yes,No,3.6,112.0,Richmond Road,Quick Bites,Unknown,Kebab,500.0,Delivery,MG Road
45722,Shahi Family Restaurant,Yes,No,3.2,88.0,Ulsoor,Quick Bites,Unknown,North Indian,350.0,Delivery,MG Road
45723,Red Onion,Yes,Yes,4.2,570.0,Shanti Nagar,Casual Dining,Fish,Chinese,1200.0,Delivery,MG Road
45725,Kerala Pavilion,Yes,No,3.9,307.0,Domlur,Quick Bites,Fish Curry,Kerala,300.0,Delivery,MG Road
45726,Chai Days,Yes,No,4.5,131.0,Indiranagar,Cafe,Banana Cake,Cafe,200.0,Delivery,MG Road
45727,Leon Grill,Yes,No,4.2,288.0,St. Marks Road,Quick Bites,Burgers,Burger,500.0,Delivery,MG Road
45728,Ghar Ki Rasoi,Yes,No,3.1,50.0,Indiranagar,Delivery,Unknown,North Indian,500.0,Delivery,MG Road
45730,XO Belgian Waffle,Yes,No,4.3,95.0,Indiranagar,Dessert Parlor,Chocolate Waffles,Desserts,400.0,Delivery,MG Road
45731,Burger King,Yes,No,4.0,1400.0,Indiranagar,Quick Bites,Burgers,Burger,600.0,Delivery,MG Road
45732,Shanmukha,Yes,No,4.1,790.0,Koramangala 5th Block,Casual Dining,Chicken Dum Biryani,Biryani,800.0,Delivery,MG Road
45733,Donne Biriyani House,Yes,No,4.0,492.0,Indiranagar,Quick Bites,Pepper Chicken,Biryani,300.0,Delivery,MG Road
45735,New Taj,Yes,No,3.2,120.0,Ulsoor,Quick Bites,Unknown,North Indian,300.0,Delivery,MG Road
45736,Sri Udupi Park,Yes,No,4.2,781.0,Indiranagar,Quick Bites,Idli Vada,South Indian,300.0,Delivery,MG Road
45737,Behrouz Biryani,Yes,No,3.9,114.0,Residency Road,Delivery,Gulab Jamun,Biryani,650.0,Delivery,MG Road
45738,Firangi Bake,Yes,No,3.9,58.0,Indiranagar,Delivery,Lasagne,Mexican,600.0,Delivery,MG Road
45739,Shahi Family Restaurant,Yes,No,3.2,88.0,Ulsoor,Quick Bites,Unknown,North Indian,350.0,Delivery,MG Road
45740,Tadkawala,Yes,No,3.4,86.0,Vasanth Nagar,Takeaway,Veg Thali,North Indian,200.0,Delivery,MG Road
45743,Punjabi Dhaba,Yes,No,3.4,357.0,Ejipura,Quick Bites,Butter Chicken,North Indian,350.0,Delivery,MG Road
45744,Biryani Khazana,Yes,No,3.1,12.0,Indiranagar,Takeaway,Unknown,Biryani,600.0,Delivery,MG Road
45745,Empire Restaurant,Yes,No,4.1,1876.0,Frazer Town,Casual Dining,Faluda,North Indian,750.0,Delivery,MG Road
45746,Warm Oven,Yes,No,4.3,895.0,Domlur,Delivery,Chocolate Truffle Cake,Bakery,500.0,Delivery,MG Road
45747,Ovenstory Pizza,Yes,No,3.9,100.0,Vasanth Nagar,Delivery,Pizza,Pizza,800.0,Delivery,MG Road
45748,Wazirs,Yes,No,3.3,262.0,Shanti Nagar,Casual Dining,Biryani,North Indian,500.0,Unknown,Shanti Nagar
45750,Pathaan Sir,Yes,No,3.8,93.0,Frazer Town,Quick Bites,Rolls,Rolls,300.0,Delivery,MG Road
45757,Donne Biryani House,Yes,No,3.4,70.0,Residency Road,Quick Bites,Unknown,Biryani,400.0,Delivery,MG Road
45758,Faasos,Yes,No,3.9,109.0,Vasanth Nagar,Delivery,Rolls,North Indian,500.0,Delivery,MG Road
45759,Deshi Fusion Pizza,Yes,No,3.3,76.0,Old Madras Road,Delivery,Pizza,Pizza,750.0,Delivery,MG Road
45762,Dunkin Donuts,Yes,No,4.0,1086.0,Brigade Road,Quick Bites,Burgers,Desserts,550.0,Delivery,MG Road
45765,Pizza Hut,Yes,No,3.8,235.0,Shanti Nagar,Quick Bites,Garlic Bread,Pizza,750.0,Delivery,MG Road
45770,Bathinda Dine,Yes,No,4.1,753.0,Indiranagar,Casual Dining,Lassi,North Indian,950.0,Delivery,MG Road
45773,Taco Bell,Yes,No,4.1,393.0,Indiranagar,Quick Bites,Tacos,Mexican,600.0,Delivery,MG Road
45774,Corner House Ice Cream,Yes,No,4.4,637.0,Residency Road,Dessert Parlor,Hot Chocolate Fudge,Ice Cream,400.0,Delivery,MG Road
45775,Red Onion,Yes,Yes,4.2,570.0,Shanti Nagar,Casual Dining,Fish,Chinese,1200.0,Delivery,MG Road
45776,Savoury Restaurant,Yes,No,4.1,1453.0,Frazer Town,Casual Dining,Biryani,Arabian,800.0,Delivery,MG Road
